1221457732	20240120	202401	2024	2024.0548											CVL	VILLAGER						CVL			0	040	040	04	1	1.0	10	1	10	0.80987273428461	0								4	Llanharry, Rhondda Cynon Taff, United Kingdom	UK	UKY9	40185	51.5142	-3.42722	-2601639	4	Llanharry, Rhondda Cynon Taff, United Kingdom	UK	UKY9	40185	51.5142	-3.42722	-2601639	20250119054500	https://www.walesonline.co.uk/news/wales-news/isolated-welsh-villages-something-truly-30813107
1221457733	20240120	202401	2024	2024.0548	CVL	VILLAGER						CVL													0	040	040	04	1	1.0	10	1	10	0.80987273428461	4	Llanharry, Rhondda Cynon Taff, United Kingdom	UK	UKY9	40185	51.5142	-3.42722	-2601639	0								4	Llanharry, Rhondda Cynon Taff, United Kingdom	UK	UKY9	40185	51.5142	-3.42722	-2601639	20250119054500	https://www.walesonline.co.uk/news/wales-news/isolated-welsh-villages-something-truly-30813107
1221457734	20240120	202401	2024	2024.0548	GOV	REGIME						GOV			RUSGOV	VLADIMIR PUTIN	RUS					GOV			0	057	057	05	1	8.0	1	1	1	0.31612223393046	1	Russia	RS	RS		60	100	RS	4	Pyongyang, P'yongyang-si, North Korea	KN	KN12	39681	39.0194	125.755	-183459	1	Russia	RS	RS		60	100	RS	20250119054500	https://www.koreatimes.co.kr:443/www/world/2025/01/501_390665.html
1221457735	20240120	202401	2024	2024.0548	GOV	REGIME						GOV			RUSGOV	VLADIMIR PUTIN	RUS					GOV			0	057	057	05	1	8.0	1	1	1	0.31612223393046	1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	20250119054500	https://www.koreatimes.co.kr:443/www/world/2025/01/501_390665.html
1221457736	20240120	202401	2024	2024.0548	LEG	CONGRESS						LEG			CHN	CHINESE	CHN								1	020	020	02	1	3.0	2	1	2	-2.68714011516314	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20250119054500	https://www.wired.com/story/tiktok-ban-officially-in-effect/
1221457737	20240120	202401	2024	2024.0548	PRK	NORTH KOREA	PRK								UKR	UKRAINE	UKR								0	010	010	01	1	0.0	1	1	1	-6.5	4	Pyongyang, P'yongyang-si, North Korea	KN	KN12	39681	39.0194	125.755	-183459	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	20250119054500	https://www.ariananews.af/fuel-tanker-truck-blast-kills-at-least-70-in-nigeria/
1221457738	20240120	202401	2024	2024.0548	PRK	PYONGYANG	PRK								UKR	UKRAINE	UKR								0	010	010	01	1	0.0	2	1	2	-6.5	4	Pyongyang, P'yongyang-si, North Korea	KN	KN12	39681	39.0194	125.755	-183459	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	4	Pyongyang, P'yongyang-si, North Korea	KN	KN12	39681	39.0194	125.755	-183459	20250119054500	https://www.ariananews.af/fuel-tanker-truck-blast-kills-at-least-70-in-nigeria/
1221457739	20240120	202401	2024	2024.0548	PRK	NORTH KOREA	PRK								UKR	UKRAINE	UKR								0	051	051	05	1	3.4	1	1	1	-6.5	4	Pyongyang, P'yongyang-si, North Korea	KN	KN12	39681	39.0194	125.755	-183459	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	20250119054500	https://www.ariananews.af/fuel-tanker-truck-blast-kills-at-least-70-in-nigeria/
1221457740	20240120	202401	2024	2024.0548	PRK	PYONGYANG	PRK								UKR	UKRAINE	UKR								0	051	051	05	1	3.4	2	1	2	-6.5	4	Pyongyang, P'yongyang-si, North Korea	KN	KN12	39681	39.0194	125.755	-183459	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	4	Pyongyang, P'yongyang-si, North Korea	KN	KN12	39681	39.0194	125.755	-183459	20250119054500	https://www.ariananews.af/fuel-tanker-truck-blast-kills-at-least-70-in-nigeria/
1221457741	20240120	202401	2024	2024.0548	PRK	PYONGYANG	PRK								UKR	UKRAINE	UKR								0	154	154	15	4	-7.2	3	1	3	-6.5	4	Pyongyang, P'yongyang-si, North Korea	KN	KN12	39681	39.0194	125.755	-183459	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	4	Pyongyang, P'yongyang-si, North Korea	KN	KN12	39681	39.0194	125.755	-183459	20250119054500	https://www.ariananews.af/fuel-tanker-truck-blast-kills-at-least-70-in-nigeria/
1221457742	20240120	202401	2024	2024.0548	RUSGOV	VLADIMIR PUTIN	RUS					GOV			GOV	REGIME						GOV			0	057	057	05	1	8.0	1	1	1	0.31612223393046	4	Pyongyang, P'yongyang-si, North Korea	KN	KN12	39681	39.0194	125.755	-183459	1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	20250119054500	https://www.koreatimes.co.kr:443/www/world/2025/01/501_390665.html
1221457743	20240120	202401	2024	2024.0548	RUSGOV	VLADIMIR PUTIN	RUS					GOV			GOV	REGIME						GOV			0	057	057	05	1	8.0	1	1	1	0.31612223393046	1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	20250119054500	https://www.koreatimes.co.kr:443/www/world/2025/01/501_390665.html
